[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'includePatterns' of type [java.util.List] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'interceptorNames' of type [[Ljava.lang.String;] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'opaque' of type [boolean] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'optimize' of type [boolean] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'order' of type [int] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'proxyClassLoader' of type [java.lang.ClassLoader] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.CachedIntrospectionResults         | Found bean property 'proxyTargetClass' of type [boolean] (CachedIntrospectionResults.java:295)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.aop.config.internalAutoProxyCreator' (AbstractAutowireCapableBeanFactory.java:526)
[main] TRACE | org.springframework.context.annotation.AnnotationConfigApplicationContext | No 'messageSource' bean, using [Empty MessageSource] (AbstractApplicationContext.java:793)
[main] TRACE | org.springframework.context.annotation.AnnotationConfigApplicationContext | No 'applicationEventMulticaster' bean, using [SimpleApplicationEventMulticaster] (AbstractApplicationContext.java:816)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@42f8285e: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,springConfig,DBConfig,companyDAO,computerDAO,DBCompanyMapper,DBComputerMapper,CLIController,DBController,companyService,computerService,cli,cliAsker,cliView,aspects,HikariDataSource,org.springframework.aop.config.internalAutoProxyCreator]; root of factory hierarchy (DefaultListableBeanFactory.java:913)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory' (AbstractBeanFactory.java:264)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'springConfig' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'springConfig' (AbstractAutowireCapableBeanFactory.java:489)
[main] DEBUG | org.springframework.aop.aspectj.annotation.ReflectiveAspectJAdvisorFactory | Found AspectJ method: public java.lang.Object com.excilys.cdb.spring.aspect.Aspects.dataAccessOperation(org.aspectj.lang.ProceedingJoinPoint) throws java.lang.Throwable (ReflectiveAspectJAdvisorFactory.java:258)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'springConfig' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'springConfig' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'DBConfig' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'DBConfig' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'DBConfig' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'DBConfig' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'companyDAO' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'companyDAO' (AbstractAutowireCapableBeanFactory.java:489)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'DBCompanyMapper' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'DBCompanyMapper' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'DBCompanyMapper' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'DBCompanyMapper' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'HikariDataSource' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'HikariDataSource' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'DBConfig' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'HikariDataSource' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'HikariDataSource' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'companyDAO' via constructor to bean named 'DBCompanyMapper' (ConstructorResolver.java:808)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'companyDAO' via constructor to bean named 'HikariDataSource' (ConstructorResolver.java:808)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'companyDAO' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator | Creating implicit proxy for bean 'companyDAO' with 0 common interceptors and 2 specific interceptors (AbstractAutoProxyCreator.java:528)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Creating CGLIB proxy: SingletonTargetSource for target object [com.excilys.cdb.persistence.dao.CompanyDAO@35764bef] (CglibAopProxy.java:162)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public java.util.List com.excilys.cdb.persistence.dao.CompanyDAO.getAllCompanies() (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public java.util.Optional com.excilys.cdb.persistence.dao.CompanyDAO.getCompanyById(int) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public int com.excilys.cdb.persistence.dao.CompanyDAO.deleteCompany(int) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Found 'equals' method: public boolean java.lang.Object.equals(java.lang.Object) (CglibAopProxy.java:859)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public java.lang.String java.lang.Object.toString() (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Found 'hashCode' method: public native int java.lang.Object.hashCode() (CglibAopProxy.java:866)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: protected native java.lang.Object java.lang.Object.clone() throws java.lang.CloneNotSupportedException (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.setTargetSource(org.springframework.aop.TargetSource) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract org.springframework.aop.TargetSource org.springframework.aop.framework.Advised.getTargetSource() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isProxyTargetClass() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.setPreFiltered(boolean) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.setExposeProxy(boolean) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isExposeProxy() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvice(int,org.aopalliance.aop.Advice) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvice(org.aopalliance.aop.Advice) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract org.springframework.aop.Advisor[] org.springframework.aop.framework.Advised.getAdvisors() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isPreFiltered() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract java.lang.Class[] org.springframework.aop.framework.Advised.getProxiedInterfaces() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isInterfaceProxied(java.lang.Class) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public default int org.springframework.aop.framework.Advised.getAdvisorCount() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvisor(int,org.springframework.aop.Advisor) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvisor(org.springframework.aop.Advisor) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.removeAdvisor(org.springframework.aop.Advisor) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.removeAdvisor(int) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.replaceAdvisor(org.springframework.aop.Advisor,org.springframework.aop.Advisor) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.removeAdvice(org.aopalliance.aop.Advice) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract java.lang.String org.springframework.aop.framework.Advised.toProxyConfigString() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract int org.springframework.aop.framework.Advised.indexOf(org.aopalliance.aop.Advice) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract int org.springframework.aop.framework.Advised.indexOf(org.springframework.aop.Advisor) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isFrozen() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract java.lang.Class org.springframework.aop.TargetClassAware.getTargetClass() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'companyDAO' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'computerDAO' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'computerDAO' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'HikariDataSource' (AbstractBeanFactory.java:264)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'DBComputerMapper' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'DBComputerMapper' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'DBCompanyMapper' (AbstractBeanFactory.java:264)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'DBComputerMapper' via constructor to bean named 'DBCompanyMapper' (ConstructorResolver.java:808)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'DBComputerMapper' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'DBComputerMapper' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'computerDAO' via constructor to bean named 'HikariDataSource' (ConstructorResolver.java:808)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'computerDAO' via constructor to bean named 'DBComputerMapper' (ConstructorResolver.java:808)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'computerDAO' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator | Creating implicit proxy for bean 'computerDAO' with 0 common interceptors and 2 specific interceptors (AbstractAutoProxyCreator.java:528)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Creating CGLIB proxy: SingletonTargetSource for target object [com.excilys.cdb.persistence.dao.ComputerDAO@29eda4f8] (CglibAopProxy.java:162)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public int com.excilys.cdb.persistence.dao.ComputerDAO.insertComputer(com.excilys.cdb.persistence.dto.DBComputerDTO) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public int com.excilys.cdb.persistence.dao.ComputerDAO.updateComputer(com.excilys.cdb.persistence.dto.DBComputerDTO) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public int com.excilys.cdb.persistence.dao.ComputerDAO.deleteComputer(int) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public int com.excilys.cdb.persistence.dao.ComputerDAO.CountComputers(com.excilys.cdb.model.Page) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public java.util.Optional com.excilys.cdb.persistence.dao.ComputerDAO.find(int) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public java.util.List com.excilys.cdb.persistence.dao.ComputerDAO.search(com.excilys.cdb.model.Page) (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Found 'equals' method: public boolean java.lang.Object.equals(java.lang.Object) (CglibAopProxy.java:859)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: public java.lang.String java.lang.Object.toString() (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Found 'hashCode' method: public native int java.lang.Object.hashCode() (CglibAopProxy.java:866)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Unable to apply any optimizations to advised method: protected native java.lang.Object java.lang.Object.clone() throws java.lang.CloneNotSupportedException (CglibAopProxy.java:897)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.setTargetSource(org.springframework.aop.TargetSource) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract org.springframework.aop.TargetSource org.springframework.aop.framework.Advised.getTargetSource() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isProxyTargetClass() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.setPreFiltered(boolean) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.setExposeProxy(boolean) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isExposeProxy() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvice(int,org.aopalliance.aop.Advice) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvice(org.aopalliance.aop.Advice) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract org.springframework.aop.Advisor[] org.springframework.aop.framework.Advised.getAdvisors() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isPreFiltered() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract java.lang.Class[] org.springframework.aop.framework.Advised.getProxiedInterfaces() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isInterfaceProxied(java.lang.Class) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public default int org.springframework.aop.framework.Advised.getAdvisorCount() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvisor(int,org.springframework.aop.Advisor) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.addAdvisor(org.springframework.aop.Advisor) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.removeAdvisor(org.springframework.aop.Advisor) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract void org.springframework.aop.framework.Advised.removeAdvisor(int) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.replaceAdvisor(org.springframework.aop.Advisor,org.springframework.aop.Advisor) throws org.springframework.aop.framework.AopConfigException (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.removeAdvice(org.aopalliance.aop.Advice) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract java.lang.String org.springframework.aop.framework.Advised.toProxyConfigString() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract int org.springframework.aop.framework.Advised.indexOf(org.aopalliance.aop.Advice) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract int org.springframework.aop.framework.Advised.indexOf(org.springframework.aop.Advisor) (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract boolean org.springframework.aop.framework.Advised.isFrozen() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.aop.framework.CglibAopProxy              | Method is declared on Advised interface: public abstract java.lang.Class org.springframework.aop.TargetClassAware.getTargetClass() (CglibAopProxy.java:852)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'computerDAO' (AbstractAutowireCapableBeanFactory.java:526)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'DBCompanyMapper' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'DBComputerMapper' (AbstractBeanFactory.java:264)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'CLIController' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'CLIController' (AbstractAutowireCapableBeanFactory.java:489)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'cliView' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'cliView' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'cliView' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'cliView' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'cliAsker' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'cliAsker' (AbstractAutowireCapableBeanFactory.java:489)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'companyService' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'companyService' (AbstractAutowireCapableBeanFactory.java:489)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'DBController' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'DBController' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'computerDAO' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'companyDAO' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'DBComputerMapper' (AbstractBeanFactory.java:264)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'DBCompanyMapper' (AbstractBeanFactory.java:264)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'DBController' via constructor to bean named 'computerDAO' (ConstructorResolver.java:808)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'DBController' via constructor to bean named 'companyDAO' (ConstructorResolver.java:808)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'DBController' via constructor to bean named 'DBComputerMapper' (ConstructorResolver.java:808)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'DBController' via constructor to bean named 'DBCompanyMapper' (ConstructorResolver.java:808)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'DBController' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'DBController' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'companyService' via constructor to bean named 'DBController' (ConstructorResolver.java:808)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'companyService' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'companyService' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'cliAsker' via constructor to bean named 'companyService' (ConstructorResolver.java:808)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'cliAsker' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'cliAsker' (AbstractAutowireCapableBeanFactory.java:526)
[main] DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'computerService' (DefaultSingletonBeanRegistry.java:225)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'computerService' (AbstractAutowireCapableBeanFactory.java:489)
[main] TRACE | org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'computerService' to allow for resolving potential circular references (AbstractAutowireCapableBeanFactory.java:592)
